"MANDT","KURST","FCURR","TCURR","GDATU","UKURS","FFACT","TFACT"
"002",M,USD,EUR,"79929097",0.73400,0,0
"002",M,USD,EUR,"79929176",0.74140,0,0
"002",M,USD,EUR,"79929289",0.73400,0,0
"002",M,USD,EUR,"79929477",0.74140,0,0
"002",M,USD,EUR,"79929487",0.74130,0,0
"002",M,USD,EUR,"79898772",0.76240,0,0
"002",M,USD,EUR,"79898773",0.76240,0,0
"002",M,USD,EUR,"79898776",0.76240,0,0
"002",M,USD,EUR,"79898888",0.72650,0,0
"002",M,USD,EUR,"79898891",0.71290,0,0
"002",M,USD,EUR,"79898892",0.71290,0,0
"002",M,USD,EUR,"79898978",0.72090,0,0
"002",M,USD,EUR,"79899079",0.76650,0,0
"002",M,USD,EUR,"79899080",0.76650,0,0
"002",M,USD,EUR,"79899196",0.76240,0,0
"002",M,USD,EUR,"79899197",0.76650,0,0
"002",M,USD,EUR,"79899198",0.76650,0,0
"002",M,USD,EUR,"79899681",0.72650,0,0
"002",M,USD,EUR,"79899684",0.72650,0,0
"002",M,USD,EUR,"79899685",0.72650,0,0
"002",M,USD,EUR,"79909370",0.71160,0,0
"002",M,USD,EUR,"79909371",0.71160,0,0
"002",M,USD,EUR,"79909381",0.72090,0,0
"002",M,USD,EUR,"79909386",0.71160,0,0
"002",M,USD,EUR,"79909388",0.71160,0,0
"002",M,USD,EUR,"79918770",0.71290,0,0
"002",M,USD,EUR,"79918771",0.71290,0,0
"002",M,USD,EUR,"79929080",0.72090,0,0
"002",M,USD,EUR,"79929084",0.72090,0,0
"002",M,USD,EUR,"79929274",0.72350,0,0
"002",M,USD,EUR,"79929275",0.72350,0,0
"002",M,USD,EUR,"79929276",0.72350,0,0
"002",M,USD,EUR,"79929277",0.72350,0,0
"002",M,USD,EUR,"79898974",0.71670,0,0
"002",M,USD,EUR,"79899084",0.77400,0,0
"002",M,USD,EUR,"79899093",0.77580,0,0
"002",M,USD,EUR,"79899094",0.77580,0,0
"002",M,USD,EUR,"79899281",0.77370,0,0
"002",M,USD,EUR,"79909288",0.71670,0,0
"002",M,USD,EUR,"79909289",0.71670,0,0
"002",M,USD,EUR,"79909373",0.71670,0,0
"002",M,USD,EUR,"79909684",0.77370,0,0
"002",M,USD,EUR,"79909785",0.77580,0,0
"002",M,USD,EUR,"79909788",0.77370,0,0
"002",M,USD,EUR,"79918789",0.77580,0,0
"002",M,USD,EUR,"79919780",0.68220,0,0
"002",M,USD,EUR,"79919783",0.68230,0,0
"002",M,USD,EUR,"79928795",0.68230,0,0
"002",M,USD,EUR,"79928879",0.68220,0,0
"002",M,USD,EUR,"79928880",0.68220,0,0
"002",M,USD,EUR,"79928881",0.68230,0,0
"002",M,USD,EUR,"79928884",0.68220,0,0
"002",M,USD,EUR,"79928890",0.68230,0,0
"002",M,USD,EUR,"79929869",0.77400,0,0
"002",M,USD,EUR,"79929872",0.77400,0,0
"002",M,USD,EUR,"79929881",0.77370,0,0
"002",M,USD,EUR,"79929884",0.77400,0,0
"002",M,USD,EUR,"79898790",0.75550,0,0
"002",M,USD,EUR,"79898871",0.75550,0,0
"002",M,USD,EUR,"79898893",0.70700,0,0
"002",M,USD,EUR,"79899190",0.75330,0,0
"002",M,USD,EUR,"79899191",0.75330,0,0
"002",M,USD,EUR,"79899569",0.75550,0,0
"002",M,USD,EUR,"79899779",0.73950,0,0
"002",M,USD,EUR,"79899875",0.70770,0,0
"002",M,USD,EUR,"79908788",0.67910,0,0
"002",M,USD,EUR,"79908987",0.67910,0,0
"002",M,USD,EUR,"79908988",0.67910,0,0
"002",M,USD,EUR,"79909188",0.70530,0,0
"002",M,USD,EUR,"79909189",0.70530,0,0
"002",M,USD,EUR,"79909190",0.70530,0,0
"002",M,USD,EUR,"79909398",0.70700,0,0
"002",M,USD,EUR,"79909468",0.70700,0,0
"002",M,USD,EUR,"79909572",0.75550,0,0
"002",M,USD,EUR,"79909598",0.75330,0,0
"002",M,USD,EUR,"79909885",0.75330,0,0
"002",M,USD,EUR,"79919895",0.67910,0,0
"002",M,USD,EUR,"79928987",0.70530,0,0
"002",M,USD,EUR,"79928991",0.70770,0,0
"002",M,USD,EUR,"79928992",0.70770,0,0
"002",M,USD,EUR,"79928993",0.70770,0,0
"002",M,USD,EUR,"79929071",0.70700,0,0
"002",M,USD,EUR,"79929488",0.73950,0,0
"002",M,USD,EUR,"79929583",0.73950,0,0
"002",M,USD,EUR,"79929584",0.73950,0,0
"002",M,USD,EUR,"79898768",0.75460,0,0
"002",M,USD,EUR,"79898769",0.76100,0,0
"002",M,USD,EUR,"79898770",0.75790,0,0
"002",M,USD,EUR,"79898774",0.76220,0,0
"002",M,USD,EUR,"79898775",0.76310,0,0
"002",M,USD,EUR,"79898777",0.76080,0,0
"002",M,USD,EUR,"79898778",0.76060,0,0
"002",M,USD,EUR,"79898779",0.75860,0,0
"002",M,USD,EUR,"79898780",0.75850,0,0
"002",M,USD,EUR,"79898781",0.75470,0,0
"002",M,USD,EUR,"79898782",0.75620,0,0
"002",M,USD,EUR,"79898783",0.75050,0,0
"002",M,USD,EUR,"79898784",0.74580,0,0
"002",M,USD,EUR,"79898785",0.75410,0,0
"002",M,USD,EUR,"79898786",0.75630,0,0
"002",M,USD,EUR,"79898787",0.75630,0,0
"002",M,USD,EUR,"79898788",0.75530,0,0
"002",M,USD,EUR,"79898789",0.75450,0,0
"002",M,USD,EUR,"79898791",0.75010,0,0
"002",M,USD,EUR,"79898792",0.75030,0,0
"002",M,USD,EUR,"79898793",0.74560,0,0
"002",M,USD,EUR,"79898794",0.74560,0,0
"002",M,USD,EUR,"79898795",0.75370,0,0
"002",M,USD,EUR,"79898796",0.76030,0,0
"002",M,USD,EUR,"79898797",0.76600,0,0
"002",M,USD,EUR,"79898798",0.76550,0,0
"002",M,USD,EUR,"79898869",0.75810,0,0
"002",M,USD,EUR,"79898870",0.75510,0,0
"002",M,USD,EUR,"79898872",0.75300,0,0
"002",M,USD,EUR,"79898873",0.74980,0,0
"002",M,USD,EUR,"79898874",0.74790,0,0
"002",M,USD,EUR,"79898875",0.73930,0,0
"002",M,USD,EUR,"79898879",0.73200,0,0
"002",M,USD,EUR,"79898881",0.74040,0,0
"002",M,USD,EUR,"79898884",0.73070,0,0
"002",M,USD,EUR,"79898885",0.73070,0,0
"002",M,USD,EUR,"79898886",0.73180,0,0
"002",M,USD,EUR,"79898895",0.71240,0,0
"002",M,USD,EUR,"79898897",0.71710,0,0
"002",M,USD,EUR,"79898898",0.71720,0,0
"002",M,USD,EUR,"79898968",0.71730,0,0
"002",M,USD,EUR,"79898969",0.71980,0,0
"002",M,USD,EUR,"79898972",0.71910,0,0
"002",M,USD,EUR,"79898976",0.71800,0,0
"002",M,USD,EUR,"79898977",0.71590,0,0
"002",M,USD,EUR,"79898980",0.71820,0,0
"002",M,USD,EUR,"79898985",0.71620,0,0
"002",M,USD,EUR,"79898987",0.71820,0,0
"002",M,USD,EUR,"79898989",0.71770,0,0
"002",M,USD,EUR,"79898991",0.71730,0,0
"002",M,USD,EUR,"79898993",0.72560,0,0
"002",M,USD,EUR,"79898995",0.72530,0,0
"002",M,USD,EUR,"79898996",0.72540,0,0
"002",M,USD,EUR,"79898998",0.73410,0,0
"002",M,USD,EUR,"79899069",0.73480,0,0
"002",M,USD,EUR,"79899071",0.74250,0,0
"002",M,USD,EUR,"79899072",0.74150,0,0
"002",M,USD,EUR,"79899074",0.74520,0,0
"002",M,USD,EUR,"79899075",0.74910,0,0
"002",M,USD,EUR,"79899076",0.74860,0,0
"002",M,USD,EUR,"79899077",0.76120,0,0
"002",M,USD,EUR,"79899078",0.76480,0,0
"002",M,USD,EUR,"79899081",0.76430,0,0
"002",M,USD,EUR,"79899082",0.76590,0,0
"002",M,USD,EUR,"79899083",0.76980,0,0
"002",M,USD,EUR,"79899085",0.77920,0,0
"002",M,USD,EUR,"79899086",0.78870,0,0
"002",M,USD,EUR,"79899087",0.78890,0,0
"002",M,USD,EUR,"79899088",0.78680,0,0
"002",M,USD,EUR,"79899878",0.70510,0,0
"002",M,USD,EUR,"79899881",0.69550,0,0
"002",M,USD,EUR,"79899883",0.69370,0,0
"002",M,USD,EUR,"79899884",0.68910,0,0
"002",M,USD,EUR,"79899885",0.68960,0,0
"002",M,USD,EUR,"79899889",0.69420,0,0
"002",M,USD,EUR,"79899891",0.69610,0,0
"002",M,USD,EUR,"79899893",0.69370,0,0
"002",M,USD,EUR,"79899894",0.69670,0,0
"002",M,USD,EUR,"79899895",0.69890,0,0
"002",M,USD,EUR,"79899897",0.69890,0,0
"002",M,USD,EUR,"79899898",0.69610,0,0
"002",M,USD,EUR,"79908772",0.69460,0,0
"002",M,USD,EUR,"79908773",0.69550,0,0
"002",M,USD,EUR,"79908774",0.69640,0,0
"002",M,USD,EUR,"79908775",0.70040,0,0
"002",M,USD,EUR,"79908781",0.69420,0,0
"002",M,USD,EUR,"79908783",0.68540,0,0
"002",M,USD,EUR,"79908785",0.68430,0,0
"002",M,USD,EUR,"79908789",0.67920,0,0
"002",M,USD,EUR,"79908790",0.67580,0,0
"002",M,USD,EUR,"79908791",0.67370,0,0
"002",M,USD,EUR,"79908792",0.67330,0,0
"002",M,USD,EUR,"79908876",0.67300,0,0
"002",M,USD,EUR,"79908877",0.67300,0,0
"002",M,USD,EUR,"79908880",0.67030,0,0
"002",M,USD,EUR,"79908881",0.67030,0,0
"002",M,USD,EUR,"79908884",0.67120,0,0
"002",M,USD,EUR,"79908887",0.66680,0,0
"002",M,USD,EUR,"79908890",0.67350,0,0
"002",M,USD,EUR,"79908891",0.67370,0,0
"002",M,USD,EUR,"79908892",0.67260,0,0
"002",M,USD,EUR,"79908895",0.67900,0,0
"002",M,USD,EUR,"79908897",0.67980,0,0
"002",M,USD,EUR,"79908898",0.67980,0,0
"002",M,USD,EUR,"79908968",0.67550,0,0
"002",M,USD,EUR,"79908970",0.67630,0,0
"002",M,USD,EUR,"79908971",0.67310,0,0
"002",M,USD,EUR,"79908973",0.66660,0,0
"002",M,USD,EUR,"79908976",0.66680,0,0
"002",M,USD,EUR,"79908977",0.66860,0,0
"002",M,USD,EUR,"79908978",0.66860,0,0
"002",M,USD,EUR,"79908979",0.67060,0,0
"002",M,USD,EUR,"79908980",0.67100,0,0
"002",M,USD,EUR,"79908981",0.67100,0,0
"002",M,USD,EUR,"79908982",0.67060,0,0
"002",M,USD,EUR,"79908984",0.67180,0,0
"002",M,USD,EUR,"79908985",0.67550,0,0
"002",M,USD,EUR,"79908986",0.67830,0,0
"002",M,USD,EUR,"79908990",0.67770,0,0
"002",M,USD,EUR,"79908991",0.68040,0,0
"002",M,USD,EUR,"79908992",0.67990,0,0
"002",M,USD,EUR,"79908993",0.68370,0,0
"002",M,USD,EUR,"79908997",0.68560,0,0
"002",M,USD,EUR,"79909069",0.68540,0,0
"002",M,USD,EUR,"79909070",0.68340,0,0
"002",M,USD,EUR,"79909071",0.68090,0,0
"002",M,USD,EUR,"79909073",0.68170,0,0
"002",M,USD,EUR,"79909074",0.67920,0,0
"002",M,USD,EUR,"79909075",0.67620,0,0
"002",M,USD,EUR,"79909076",0.67780,0,0
"002",M,USD,EUR,"79909078",0.68000,0,0
"002",M,USD,EUR,"79909079",0.68000,0,0
"002",M,USD,EUR,"79909080",0.67970,0,0
"002",M,USD,EUR,"79909081",0.67900,0,0
"002",M,USD,EUR,"79909082",0.68090,0,0
"002",M,USD,EUR,"79909084",0.68620,0,0
"002",M,USD,EUR,"79909089",0.68870,0,0
"002",M,USD,EUR,"79909094",0.70100,0,0
"002",M,USD,EUR,"79909095",0.70040,0,0
"002",M,USD,EUR,"79909097",0.69900,0,0
"002",M,USD,EUR,"79909168",0.69940,0,0
"002",M,USD,EUR,"79909169",0.69940,0,0
"002",M,USD,EUR,"79909171",0.70110,0,0
"002",M,USD,EUR,"79909174",0.69830,0,0
"002",M,USD,EUR,"79909176",0.69830,0,0
"002",M,USD,EUR,"79909178",0.70260,0,0
"002",M,USD,EUR,"79909180",0.70870,0,0
"002",M,USD,EUR,"79909182",0.70440,0,0
"002",M,USD,EUR,"79909183",0.70430,0,0
"002",M,USD,EUR,"79909185",0.70160,0,0
"002",M,USD,EUR,"79909191",0.69900,0,0
"002",M,USD,EUR,"79909194",0.69440,0,0
"002",M,USD,EUR,"79909195",0.69890,0,0
"002",M,USD,EUR,"79909196",0.70160,0,0
"002",M,USD,EUR,"79909197",0.70170,0,0
"002",M,USD,EUR,"79909268",0.71130,0,0
"002",M,USD,EUR,"79909272",0.70430,0,0
"002",M,USD,EUR,"79909273",0.70440,0,0
"002",M,USD,EUR,"79909274",0.70460,0,0
"002",M,USD,EUR,"79909275",0.70310,0,0
"002",M,USD,EUR,"79909279",0.70940,0,0
"002",M,USD,EUR,"79909280",0.70940,0,0
"002",M,USD,EUR,"79909283",0.71210,0,0
"002",M,USD,EUR,"79909285",0.71720,0,0
"002",M,USD,EUR,"79909286",0.71780,0,0
"002",M,USD,EUR,"79909287",0.71780,0,0
"002",M,USD,EUR,"79909290",0.71970,0,0
"002",M,USD,EUR,"79909292",0.71710,0,0
"002",M,USD,EUR,"79909369",0.71190,0,0
"002",M,USD,EUR,"79909374",0.71180,0,0
"002",M,USD,EUR,"79909375",0.71730,0,0
"002",M,USD,EUR,"79909377",0.71770,0,0
"002",M,USD,EUR,"79909378",0.71780,0,0
"002",M,USD,EUR,"79909379",0.71800,0,0
"002",M,USD,EUR,"79909380",0.71720,0,0
"002",M,USD,EUR,"79909384",0.71370,0,0
"002",M,USD,EUR,"79909385",0.71370,0,0
"002",M,USD,EUR,"79909387",0.71240,0,0
"002",M,USD,EUR,"79909389",0.71690,0,0
"002",M,USD,EUR,"79909390",0.71870,0,0
"002",M,USD,EUR,"79909391",0.71620,0,0
"002",M,USD,EUR,"79909392",0.71620,0,0
"002",M,USD,EUR,"79909394",0.70560,0,0
"002",M,USD,EUR,"79909395",0.70260,0,0
"002",M,USD,EUR,"79909397",0.70560,0,0
"002",M,USD,EUR,"79909469",0.71210,0,0
"002",M,USD,EUR,"79909471",0.71690,0,0
"002",M,USD,EUR,"79909473",0.71420,0,0
"002",M,USD,EUR,"79909474",0.71460,0,0
"002",M,USD,EUR,"79909475",0.71460,0,0
"002",M,USD,EUR,"79909476",0.71640,0,0
"002",M,USD,EUR,"79909477",0.72470,0,0
"002",M,USD,EUR,"79909478",0.73110,0,0
"002",M,USD,EUR,"79909480",0.74190,0,0
"002",M,USD,EUR,"79909485",0.73270,0,0
"002",M,USD,EUR,"79909489",0.73380,0,0
"002",M,USD,EUR,"79909491",0.74930,0,0
"002",M,USD,EUR,"79909492",0.75170,0,0
"002",M,USD,EUR,"79909493",0.74750,0,0
"002",M,USD,EUR,"79909494",0.75130,0,0
"002",M,USD,EUR,"79909495",0.75380,0,0
"002",M,USD,EUR,"79909496",0.75380,0,0
"002",M,USD,EUR,"79909497",0.75420,0,0
"002",M,USD,EUR,"79909498",0.75310,0,0
"002",M,USD,EUR,"79909569",0.75680,0,0
"002",M,USD,EUR,"79909570",0.76700,0,0
"002",M,USD,EUR,"79909571",0.76050,0,0
"002",M,USD,EUR,"79909573",0.75530,0,0
"002",M,USD,EUR,"79909574",0.75750,0,0
"002",M,USD,EUR,"79909575",0.76730,0,0
"002",M,USD,EUR,"79909576",0.77190,0,0
"002",M,USD,EUR,"79909577",0.77280,0,0
"002",M,USD,EUR,"79909578",0.77060,0,0
"002",M,USD,EUR,"79909579",0.76690,0,0
"002",M,USD,EUR,"79909580",0.76690,0,0
"002",M,USD,EUR,"79909581",0.76360,0,0
"002",M,USD,EUR,"79909582",0.75780,0,0
"002",M,USD,EUR,"79909583",0.75600,0,0
"002",M,USD,EUR,"79909584",0.75150,0,0
"002",M,USD,EUR,"79909585",0.75590,0,0
"002",M,USD,EUR,"79909586",0.75870,0,0
"002",M,USD,EUR,"79909587",0.75870,0,0
"002",M,USD,EUR,"79909588",0.76110,0,0
"002",M,USD,EUR,"79909589",0.75500,0,0
"002",M,USD,EUR,"79909590",0.75580,0,0
"002",M,USD,EUR,"79909591",0.75060,0,0
"002",M,USD,EUR,"79909593",0.74180,0,0
"002",M,USD,EUR,"79909594",0.74190,0,0
"002",M,USD,EUR,"79909595",0.74400,0,0
"002",M,USD,EUR,"79909596",0.75010,0,0
"002",M,USD,EUR,"79909597",0.75610,0,0
"002",M,USD,EUR,"79909668",0.75730,0,0
"002",M,USD,EUR,"79909669",0.75280,0,0
"002",M,USD,EUR,"79909670",0.75270,0,0
"002",M,USD,EUR,"79909671",0.74340,0,0
"002",M,USD,EUR,"79909672",0.73680,0,0
"002",M,USD,EUR,"79909674",0.73560,0,0
"002",M,USD,EUR,"79909678",0.73390,0,0
"002",M,USD,EUR,"79909679",0.73860,0,0
"002",M,USD,EUR,"79909680",0.76460,0,0
"002",M,USD,EUR,"79909681",0.77010,0,0
"002",M,USD,EUR,"79909682",0.77210,0,0
"002",M,USD,EUR,"79909683",0.77380,0,0
"002",M,USD,EUR,"79909686",0.78050,0,0
"002",M,USD,EUR,"79909687",0.78630,0,0
"002",M,USD,EUR,"79909688",0.78830,0,0
"002",M,USD,EUR,"79909689",0.79080,0,0
"002",M,USD,EUR,"79909690",0.79060,0,0
"002",M,USD,EUR,"79909691",0.79060,0,0
"002",M,USD,EUR,"79909692",0.79170,0,0
"002",M,USD,EUR,"79909693",0.79460,0,0
"002",M,USD,EUR,"79909694",0.79730,0,0
"002",M,USD,EUR,"79909695",0.79360,0,0
"002",M,USD,EUR,"79909696",0.79430,0,0
"002",M,USD,EUR,"79909697",0.78970,0,0
"002",M,USD,EUR,"79909698",0.78960,0,0
"002",M,USD,EUR,"79909771",0.78780,0,0
"002",M,USD,EUR,"79909772",0.78470,0,0
"002",M,USD,EUR,"79909773",0.78050,0,0
"002",M,USD,EUR,"79909774",0.78430,0,0
"002",M,USD,EUR,"79909775",0.77940,0,0
"002",M,USD,EUR,"79909776",0.78020,0,0
"002",M,USD,EUR,"79909777",0.77990,0,0
"002",M,USD,EUR,"79909778",0.79030,0,0
"002",M,USD,EUR,"79909779",0.79170,0,0
"002",M,USD,EUR,"79909780",0.79480,0,0
"002",M,USD,EUR,"79909781",0.79040,0,0
"002",M,USD,EUR,"79909782",0.78300,0,0
"002",M,USD,EUR,"79909783",0.77800,0,0
"002",M,USD,EUR,"79909784",0.77780,0,0
"002",M,USD,EUR,"79909786",0.77760,0,0
"002",M,USD,EUR,"79909787",0.77460,0,0
"002",M,USD,EUR,"79909789",0.77080,0,0
"002",M,USD,EUR,"79909790",0.77300,0,0
"002",M,USD,EUR,"79909791",0.77310,0,0
"002",M,USD,EUR,"79909792",0.77980,0,0
"002",M,USD,EUR,"79909793",0.77900,0,0
"002",M,USD,EUR,"79909794",0.77260,0,0
"002",M,USD,EUR,"79909795",0.77610,0,0
"002",M,USD,EUR,"79909796",0.78330,0,0
"002",M,USD,EUR,"79909797",0.78100,0,0
"002",M,USD,EUR,"79909798",0.78080,0,0
"002",M,USD,EUR,"79909868",0.77690,0,0
"002",M,USD,EUR,"79909869",0.76420,0,0
"002",M,USD,EUR,"79909870",0.75570,0,0
"002",M,USD,EUR,"79909871",0.75750,0,0
"002",M,USD,EUR,"79909872",0.76960,0,0
"002",M,USD,EUR,"79909873",0.77020,0,0
"002",M,USD,EUR,"79909874",0.77020,0,0
"002",M,USD,EUR,"79909875",0.77460,0,0
"002",M,USD,EUR,"79909876",0.76930,0,0
"002",M,USD,EUR,"79909877",0.77420,0,0
"002",M,USD,EUR,"79909878",0.77050,0,0
"002",M,USD,EUR,"79909879",0.75410,0,0
"002",M,USD,EUR,"79909880",0.75360,0,0
"002",M,USD,EUR,"79909881",0.75400,0,0
"002",M,USD,EUR,"79909882",0.75590,0,0
"002",M,USD,EUR,"79909883",0.76040,0,0
"002",M,USD,EUR,"79909884",0.75690,0,0
"002",M,USD,EUR,"79909886",0.74640,0,0
"002",M,USD,EUR,"79909890",0.73310,0,0
"002",M,USD,EUR,"79909891",0.73650,0,0
"002",M,USD,EUR,"79909892",0.74100,0,0
"002",M,USD,EUR,"79909894",0.71880,0,0
"002",M,USD,EUR,"79909895",0.71870,0,0
"002",M,USD,EUR,"79909897",0.71590,0,0
"002",M,USD,EUR,"79918769",0.70490,0,0
"002",M,USD,EUR,"79918772",0.71190,0,0
"002",M,USD,EUR,"79918778",0.71910,0,0
"002",M,USD,EUR,"79918782",0.72880,0,0
"002",M,USD,EUR,"79918783",0.74070,0,0
"002",M,USD,EUR,"79918784",0.74730,0,0
"002",M,USD,EUR,"79918785",0.74710,0,0
"002",M,USD,EUR,"79918786",0.74970,0,0
"002",M,USD,EUR,"79918787",0.76100,0,0
"002",M,USD,EUR,"79918788",0.77170,0,0
"002",M,USD,EUR,"79918790",0.77950,0,0
"002",M,USD,EUR,"79918791",0.78650,0,0
"002",M,USD,EUR,"79918792",0.78660,0,0
"002",M,USD,EUR,"79918793",0.78550,0,0
"002",M,USD,EUR,"79918794",0.78790,0,0
"002",M,USD,EUR,"79918795",0.78890,0,0
"002",M,USD,EUR,"79918796",0.79050,0,0
"002",M,USD,EUR,"79918797",0.78990,0,0
"002",M,USD,EUR,"79918798",0.78820,0,0
"002",M,USD,EUR,"79918869",0.78820,0,0
"002",M,USD,EUR,"79918870",0.77910,0,0
"002",M,USD,EUR,"79918871",0.77500,0,0
"002",M,USD,EUR,"79918872",0.77100,0,0
"002",M,USD,EUR,"79918873",0.77450,0,0
"002",M,USD,EUR,"79918874",0.78820,0,0
"002",M,USD,EUR,"79918875",0.79480,0,0
"002",M,USD,EUR,"79918876",0.79490,0,0
"002",M,USD,EUR,"79918877",0.79880,0,0
"002",M,USD,EUR,"79918878",0.79890,0,0
"002",M,USD,EUR,"79918879",0.79190,0,0
"002",M,USD,EUR,"79918880",0.79180,0,0
"002",M,USD,EUR,"79918881",0.79270,0,0
"002",M,USD,EUR,"79918882",0.79380,0,0
"002",M,USD,EUR,"79918883",0.79320,0,0
"002",M,USD,EUR,"79918884",0.78570,0,0
"002",M,USD,EUR,"79918885",0.80040,0,0
"002",M,USD,EUR,"79918886",0.79710,0,0
"002",M,USD,EUR,"79918887",0.78750,0,0
"002",M,USD,EUR,"79918888",0.77880,0,0
"002",M,USD,EUR,"79918889",0.78640,0,0
"002",M,USD,EUR,"79918890",0.78660,0,0
"002",M,USD,EUR,"79918891",0.78440,0,0
"002",M,USD,EUR,"79918892",0.77790,0,0
